,0,text,polarity,subjectivity,sentiment,tokenized,nonstop,stemmed
88,@F1 @AlphaTauriF1 @yukitsunoda07 Breaking! Alpha Tauri decide to keep their little pocket rocket.,f alphataurif yukitsunoda breaking alpha tauri decide to keep their little pocket rocket,-0.1875,0.5,neutral,"['f', 'alphataurif', 'yukitsunoda', 'breaking', 'alpha', 'tauri', 'decide', 'to', 'keep', 'their', 'little', 'pocket', 'rocket']","['f', 'alphataurif', 'yukitsunoda', 'breaking', 'alpha', 'tauri', 'decide', 'keep', 'little', 'pocket', 'rocket']","['f', 'alphataurif', 'yukitsunoda', 'break', 'alpha', 'tauri', 'decid', 'keep', 'littl', 'pocket', 'rocket']"
89,"Also talks with De Vries with Alpine and Williams. So De Vries very much in the driving seat here. He has options. Mostly likely will be Alpha Tauri, with Williams as his back up. Believe Alpine are strong on Gasly #f1 #f12023 #f1twt",also talks with de vries with alpine and williams so de vries very much in the driving seat here he has options mostly likely will be alpha tauri with williams as his back up believe alpine are strong on gasly f f ftwt,0.17333333333333334,0.4983333333333333,positive,"['also', 'talks', 'with', 'de', 'vries', 'with', 'alpine', 'and', 'williams', 'so', 'de', 'vries', 'very', 'much', 'in', 'the', 'driving', 'seat', 'here', 'he', 'has', 'options', 'mostly', 'likely', 'will', 'be', 'alpha', 'tauri', 'with', 'williams', 'as', 'his', 'back', 'up', 'believe', 'alpine', 'are', 'strong', 'on', 'gasly', 'f', 'f', 'ftwt']","['also', 'talks', 'de', 'vries', 'alpine', 'williams', 'de', 'vries', 'much', 'driving', 'seat', 'options', 'mostly', 'likely', 'alpha', 'tauri', 'williams', 'back', 'believe', 'alpine', 'strong', 'gasly', 'f', 'f', 'ftwt']","['also', 'talk', 'de', 'vri', 'alpin', 'william', 'de', 'vri', 'much', 'drive', 'seat', 'option', 'mostli', 'like', 'alpha', 'tauri', 'william', 'back', 'believ', 'alpin', 'strong', 'gasli', 'f', 'f', 'ftwt']"
90,Alpha Tauri working hard on the second seat. Looks like FIA won’t fudge points for Herta. But are now in talks with De Vries after his great drive last race weekend. Gasly could still get his move to Alpine #f1 #f12022 #f12023 #f1twt,alpha tauri working hard on the second seat looks like fia won’t fudge points for herta but are now in talks with de vries after his great drive last race weekend gasly could still get his move to alpine f f f ftwt,0.12708333333333333,0.3395833333333333,positive,"['alpha', 'tauri', 'working', 'hard', 'on', 'the', 'second', 'seat', 'looks', 'like', 'fia', 'won', 't', 'fudge', 'points', 'for', 'herta', 'but', 'are', 'now', 'in', 'talks', 'with', 'de', 'vries', 'after', 'his', 'great', 'drive', 'last', 'race', 'weekend', 'gasly', 'could', 'still', 'get', 'his', 'move', 'to', 'alpine', 'f', 'f', 'f', 'ftwt']","['alpha', 'tauri', 'working', 'hard', 'second', 'seat', 'looks', 'like', 'fia', 'fudge', 'points', 'herta', 'talks', 'de', 'vries', 'great', 'drive', 'last', 'race', 'weekend', 'gasly', 'could', 'still', 'get', 'move', 'alpine', 'f', 'f', 'f', 'ftwt']","['alpha', 'tauri', 'work', 'hard', 'second', 'seat', 'look', 'like', 'fia', 'fudg', 'point', 'herta', 'talk', 'de', 'vri', 'great', 'drive', 'last', 'race', 'weekend', 'gasli', 'could', 'still', 'get', 'move', 'alpin', 'f', 'f', 'f', 'ftwt']"
91,"Yuki at Alpha Tauri for 2023 confirmed! 🥳

How does that line up with your F1 Manager save? https://t.co/vFr1EtOzk7","yuki at alpha tauri for  confirmed 🥳

how does that line up with your f manager save httpstcovfretozk",0.4,1.0,positive,"['yuki', 'at', 'alpha', 'tauri', 'for', 'confirmed', 'how', 'does', 'that', 'line', 'up', 'with', 'your', 'f', 'manager', 'save', 'httpstcovfretozk']","['yuki', 'alpha', 'tauri', 'confirmed', 'line', 'f', 'manager', 'save', 'httpstcovfretozk']","['yuki', 'alpha', 'tauri', 'confirm', 'line', 'f', 'manag', 'save', 'httpstcovfretozk']"
92,Alpha Tauri announce Yuki Tsunoda will remain with the team for the 2023 F1 season https://t.co/hsqmLy8fI0,alpha tauri announce yuki tsunoda will remain with the team for the  f season httpstcohsqmlyfi,0.0,0.0,neutral,"['alpha', 'tauri', 'announce', 'yuki', 'tsunoda', 'will', 'remain', 'with', 'the', 'team', 'for', 'the', 'f', 'season', 'httpstcohsqmlyfi']","['alpha', 'tauri', 'announce', 'yuki', 'tsunoda', 'remain', 'team', 'f', 'season', 'httpstcohsqmlyfi']","['alpha', 'tauri', 'announc', 'yuki', 'tsunoda', 'remain', 'team', 'f', 'season', 'httpstcohsqmlyfi']"
93,Alpha Tauri have announced that Yuki Tsunoda will remain with the team for the 2023 #F1 season. https://t.co/2lgHuvB475,alpha tauri have announced that yuki tsunoda will remain with the team for the  f season httpstcolghuvb,0.0,0.0,neutral,"['alpha', 'tauri', 'have', 'announced', 'that', 'yuki', 'tsunoda', 'will', 'remain', 'with', 'the', 'team', 'for', 'the', 'f', 'season', 'httpstcolghuvb']","['alpha', 'tauri', 'announced', 'yuki', 'tsunoda', 'remain', 'team', 'f', 'season', 'httpstcolghuvb']","['alpha', 'tauri', 'announc', 'yuki', 'tsunoda', 'remain', 'team', 'f', 'season', 'httpstcolghuvb']"
94,Yuki extended at Alpha Tauri until the end of 2023 #f1 🤩,yuki extended at alpha tauri until the end of  f 🤩,0.0,0.0,neutral,"['yuki', 'extended', 'at', 'alpha', 'tauri', 'until', 'the', 'end', 'of', 'f', '']","['yuki', 'extended', 'alpha', 'tauri', 'end', 'f', '']","['yuki', 'extend', 'alpha', 'tauri', 'end', 'f', '']"
95,"Alpha Tauri have announced that Yuki Tsunoda will remain with the team for the 2023 F1 season 👇

https://t.co/Qi6O1PDe4h","alpha tauri have announced that yuki tsunoda will remain with the team for the  f season 👇

httpstcoqiopdeh",0.0,0.0,neutral,"['alpha', 'tauri', 'have', 'announced', 'that', 'yuki', 'tsunoda', 'will', 'remain', 'with', 'the', 'team', 'for', 'the', 'f', 'season', 'httpstcoqiopdeh']","['alpha', 'tauri', 'announced', 'yuki', 'tsunoda', 'remain', 'team', 'f', 'season', 'httpstcoqiopdeh']","['alpha', 'tauri', 'announc', 'yuki', 'tsunoda', 'remain', 'team', 'f', 'season', 'httpstcoqiopdeh']"
96,"🚨BREAKING🚨
It's official! Yuki Tsunoda stays with Alpha Tauri for 2023.
#F1 #AlphaTauri #Tsunoda","🚨breaking🚨
its official yuki tsunoda stays with alpha tauri for 
f alphatauri tsunoda",0.0,0.0,neutral,"['', 'breaking', 'its', 'official', 'yuki', 'tsunoda', 'stays', 'with', 'alpha', 'tauri', 'for', 'f', 'alphatauri', 'tsunoda']","['', 'breaking', 'official', 'yuki', 'tsunoda', 'stays', 'alpha', 'tauri', 'f', 'alphatauri', 'tsunoda']","['', 'break', 'offici', 'yuki', 'tsunoda', 'stay', 'alpha', 'tauri', 'f', 'alphatauri', 'tsunoda']"
97,@Vigillancer @marcuhagg @F1 @AlphaTauriF1 @yukitsunoda07 Barely pay attention to the top 6 anymore tbh. Love seeing the midfield battle and how teams like Alpha Tauri compete with others,vigillancer marcuhagg f alphataurif yukitsunoda barely pay attention to the top  anymore tbh love seeing the midfield battle and how teams like alpha tauri compete with others,0.35000000000000003,0.39999999999999997,positive,"['vigillancer', 'marcuhagg', 'f', 'alphataurif', 'yukitsunoda', 'barely', 'pay', 'attention', 'to', 'the', 'top', 'anymore', 'tbh', 'love', 'seeing', 'the', 'midfield', 'battle', 'and', 'how', 'teams', 'like', 'alpha', 'tauri', 'compete', 'with', 'others']","['vigillancer', 'marcuhagg', 'f', 'alphataurif', 'yukitsunoda', 'barely', 'pay', 'attention', 'top', 'anymore', 'tbh', 'love', 'seeing', 'midfield', 'battle', 'teams', 'like', 'alpha', 'tauri', 'compete', 'others']","['vigillanc', 'marcuhagg', 'f', 'alphataurif', 'yukitsunoda', 'bare', 'pay', 'attent', 'top', 'anymor', 'tbh', 'love', 'see', 'midfield', 'battl', 'team', 'like', 'alpha', 'tauri', 'compet', 'other']"
98,Live #F1 News - Yuki Tsunoda to remain with Alpha Tauri for 2023 season https://t.co/Rb8LQ9lmr3,live f news  yuki tsunoda to remain with alpha tauri for  season httpstcorblqlmr,0.13636363636363635,0.5,neutral,"['live', 'f', 'news', 'yuki', 'tsunoda', 'to', 'remain', 'with', 'alpha', 'tauri', 'for', 'season', 'httpstcorblqlmr']","['live', 'f', 'news', 'yuki', 'tsunoda', 'remain', 'alpha', 'tauri', 'season', 'httpstcorblqlmr']","['live', 'f', 'news', 'yuki', 'tsunoda', 'remain', 'alpha', 'tauri', 'season', 'httpstcorblqlmr']"
99,Alpha Tauri announce Yuki Tsunoda will remain with the team for the 2023 F1 season https://t.co/KVSjzyFA1U,alpha tauri announce yuki tsunoda will remain with the team for the  f season httpstcokvsjzyfau,0.0,0.0,neutral,"['alpha', 'tauri', 'announce', 'yuki', 'tsunoda', 'will', 'remain', 'with', 'the', 'team', 'for', 'the', 'f', 'season', 'httpstcokvsjzyfau']","['alpha', 'tauri', 'announce', 'yuki', 'tsunoda', 'remain', 'team', 'f', 'season', 'httpstcokvsjzyfau']","['alpha', 'tauri', 'announc', 'yuki', 'tsunoda', 'remain', 'team', 'f', 'season', 'httpstcokvsjzyfau']"
100,"@DewiPreece1 And don’t forget our very own @LiamLawson30 who’s very much in the Red Bull picture so a good chance to step into the F1 limelight with Alpha Tauri, after impressing recently in Spa.",dewipreece and don’t forget our very own liamlawson who’s very much in the red bull picture so a good chance to step into the f limelight with alpha tauri after impressing recently in spa,0.348,0.42200000000000004,positive,"['dewipreece', 'and', 'don', 't', 'forget', 'our', 'very', 'own', 'liamlawson', 'who', 's', 'very', 'much', 'in', 'the', 'red', 'bull', 'picture', 'so', 'a', 'good', 'chance', 'to', 'step', 'into', 'the', 'f', 'limelight', 'with', 'alpha', 'tauri', 'after', 'impressing', 'recently', 'in', 'spa']","['dewipreece', 'forget', 'liamlawson', 'much', 'red', 'bull', 'picture', 'good', 'chance', 'step', 'f', 'limelight', 'alpha', 'tauri', 'impressing', 'recently', 'spa']","['dewipreec', 'forget', 'liamlawson', 'much', 'red', 'bull', 'pictur', 'good', 'chanc', 'step', 'f', 'limelight', 'alpha', 'tauri', 'impress', 'recent', 'spa']"
101,"**BREAKING**

Yuki Tsunoda stays with @AlphaTauriF1 for the 2023 @F1 season. 

He's impressed team bosses with his progress in his 2 seasons.
It remains to be seen who his team-mate will be, will it be @PierreGASLY?

Congratulations, Yuki 🇯🇵 

#F1 #AlphaTauri Tsunoda Alpha Tauri https://t.co/mKS8GXivsC","breaking

yuki tsunoda stays with alphataurif for the  f season 

hes impressed team bosses with his progress in his  seasons
it remains to be seen who his teammate will be will it be pierregasly

congratulations yuki 🇯🇵 

f alphatauri tsunoda alpha tauri httpstcomksgxivsc",1.0,1.0,positive,"['breaking', 'yuki', 'tsunoda', 'stays', 'with', 'alphataurif', 'for', 'the', 'f', 'season', 'hes', 'impressed', 'team', 'bosses', 'with', 'his', 'progress', 'in', 'his', 'seasons', 'it', 'remains', 'to', 'be', 'seen', 'who', 'his', 'teammate', 'will', 'be', 'will', 'it', 'be', 'pierregasly', 'congratulations', 'yuki', 'f', 'alphatauri', 'tsunoda', 'alpha', 'tauri', 'httpstcomksgxivsc']","['breaking', 'yuki', 'tsunoda', 'stays', 'alphataurif', 'f', 'season', 'hes', 'impressed', 'team', 'bosses', 'progress', 'seasons', 'remains', 'seen', 'teammate', 'pierregasly', 'congratulations', 'yuki', 'f', 'alphatauri', 'tsunoda', 'alpha', 'tauri', 'httpstcomksgxivsc']","['break', 'yuki', 'tsunoda', 'stay', 'alphataurif', 'f', 'season', 'he', 'impress', 'team', 'boss', 'progress', 'season', 'remain', 'seen', 'teammat', 'pierregasli', 'congratul', 'yuki', 'f', 'alphatauri', 'tsunoda', 'alpha', 'tauri', 'httpstcomksgxivsc']"
102,"Latest #F1 news... F1 News: Yuki Tsunoda will continue with Alpha Tauri in 2023
More details here:
https://t.co/iYhTWNEpc0","latest f news f news yuki tsunoda will continue with alpha tauri in 
more details here
httpstcoiyhtwnepc",0.5,0.7,neutral,"['latest', 'f', 'news', 'f', 'news', 'yuki', 'tsunoda', 'will', 'continue', 'with', 'alpha', 'tauri', 'in', 'more', 'details', 'here', 'httpstcoiyhtwnepc']","['latest', 'f', 'news', 'f', 'news', 'yuki', 'tsunoda', 'continue', 'alpha', 'tauri', 'details', 'httpstcoiyhtwnepc']","['latest', 'f', 'news', 'f', 'news', 'yuki', 'tsunoda', 'continu', 'alpha', 'tauri', 'detail', 'httpstcoiyhtwnepc']"
103,Yuki Tsunoda has had his contract extended with the team and will drive for Alpha Tauri in 2023. #F1,yuki tsunoda has had his contract extended with the team and will drive for alpha tauri in  f,0.0,0.0,neutral,"['yuki', 'tsunoda', 'has', 'had', 'his', 'contract', 'extended', 'with', 'the', 'team', 'and', 'will', 'drive', 'for', 'alpha', 'tauri', 'in', 'f']","['yuki', 'tsunoda', 'contract', 'extended', 'team', 'drive', 'alpha', 'tauri', 'f']","['yuki', 'tsunoda', 'contract', 'extend', 'team', 'drive', 'alpha', 'tauri', 'f']"
104,Why is alpha tauri persisting with Yuki??? https://t.co/otsWr8vJgD,why is alpha tauri persisting with yuki httpstcootswrvjgd,0.0,0.0,neutral,"['why', 'is', 'alpha', 'tauri', 'persisting', 'with', 'yuki', 'httpstcootswrvjgd']","['alpha', 'tauri', 'persisting', 'yuki', 'httpstcootswrvjgd']","['alpha', 'tauri', 'persist', 'yuki', 'httpstcootswrvjgd']"
105,"Alpha Tauri confirm that Yuki Tsunoda will continue to race for the team in 2023 

#F1 https://t.co/6uh0RfFnRZ","alpha tauri confirm that yuki tsunoda will continue to race for the team in  

f httpstcouhrffnrz",0.0,0.0,neutral,"['alpha', 'tauri', 'confirm', 'that', 'yuki', 'tsunoda', 'will', 'continue', 'to', 'race', 'for', 'the', 'team', 'in', 'f', 'httpstcouhrffnrz']","['alpha', 'tauri', 'confirm', 'yuki', 'tsunoda', 'continue', 'race', 'team', 'f', 'httpstcouhrffnrz']","['alpha', 'tauri', 'confirm', 'yuki', 'tsunoda', 'continu', 'race', 'team', 'f', 'httpstcouhrffnrz']"
